taxid	D	P	C	O	F	G	S	5reads-tr_0	5reads-tr_1	5reads-tr_2	5reads-tr_3	5reads-tr_4	5reads-tr_5	5reads-tr_6	5reads-tr_7	5reads-tr_8	5reads-tr_9	10reads-tr_0	10reads-tr_1	10reads-tr_2	10reads-tr_3	10reads-tr_4	10reads-tr_5	10reads-tr_6	10reads-tr_7	10reads-tr_8	10reads-tr_9	100reads-tr_0	100reads-tr_1	100reads-tr_2	100reads-tr_3	100reads-tr_4	100reads-tr_5	100reads-tr_6	100reads-tr_7	100reads-tr_8	100reads-tr_9
1280692	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium cadaveris	0	0	5	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0
1280696	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Butyrivibrio	Butyrivibrio fibrisolvens	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	200
1280699	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Butyrivibrio	Butyrivibrio fibrisolvens	0	0	0	5	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0
1280700	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Butyrivibrio	Butyrivibrio fibrisolvens	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	100	0	0	0	0
1280703	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Butyrivibrio	Butyrivibrio fibrisolvens	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	200	0	0	0
1280706	Bacteria	Bacillota	Negativicutes	Selenomonadales	Selenomonadaceae	Selenomonas	Selenomonas ruminantium	0	0	0	5	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0
1280920	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Caliciviridae	Sapovirus	Sapporo virus	15	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	300	0	0	0	0	0	0	0	0	0
1281456	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Shanbavirus	Shanbavirus aminfuli	15	5	0	5	0	0	5	0	20	10	30	10	0	10	0	0	10	0	40	20	300	100	0	100	0	0	100	0	400	200
1282	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus epidermidis	5	0	5	0	0	0	0	0	0	10	10	0	10	0	0	0	0	0	0	20	100	0	100	0	0	0	0	0	0	200
1282665	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus oralis	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	100
1282995	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	unclassified Caudoviricetes family	unclassified Caudoviricetes genus	Serratia phage Eta	5	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0
1283	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus haemolyticus	5	0	10	0	0	0	0	10	0	0	10	0	20	0	0	0	0	20	0	0	100	0	200	0	0	0	0	200	0	0
1283076	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Kyanoviridae	unclassified Kyanoviridae genus	Pelagibacter phage HTVC008M	0	0	0	5	0	0	5	0	0	0	0	0	0	10	0	0	10	0	0	0	0	0	0	100	0	0	100	0	0	0
1284680	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces sp. S6-Spd3	35	35	30	30	35	10	25	45	40	20	70	70	60	60	70	20	50	90	80	40	700	700	600	600	700	200	500	900	800	400
1285382	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Herelleviridae	Siophivirus	Siophivirus SIOphi	0	5	0	0	0	0	5	0	5	0	0	10	0	0	0	0	10	0	10	0	0	100	0	0	0	0	100	0	100	0
1287476	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella bivia	10	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	200	0	0	0	0	0	0	0	0	0
1287640	Bacteria	Bacillota	Tissierellia	Tissierellales	Peptoniphilaceae	Anaerococcus	Anaerococcus obesiensis	5	5	0	0	5	0	0	0	5	0	10	10	0	0	10	0	0	0	10	0	100	100	0	0	100	0	0	0	100	0
1287735	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Achromobacter	Achromobacter insuavis	15	15	5	0	0	10	5	5	5	0	30	30	10	0	0	20	10	10	10	0	300	300	100	0	0	200	100	100	100	0
1288	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus xylosus	0	0	0	0	0	5	5	5	0	5	0	0	0	0	0	10	10	10	0	10	0	0	0	0	0	100	100	100	0	100
1288121	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes senegalensis	5	5	5	0	5	0	15	10	15	0	10	10	10	0	10	0	30	20	30	0	100	100	100	0	100	0	300	200	300	0
1290	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus hominis	5	0	5	5	0	0	0	5	0	0	10	0	10	10	0	0	0	10	0	0	100	0	100	100	0	0	0	100	0	0
129009	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	unclassified Caudoviricetes family	Peeveelvirus	Peeveelvirus PV83	0	0	0	5	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0
1291540	Archaea	Candidatus-Thermoplasmatota	Thermoplasmata	Methanomassiliicoccales	Methanomethylophilaceae	Methanomethylophilus	Methanomethylophilus alvi	355	350	0	385	330	350	385	280	0	0	710	700	0	770	660	700	770	560	0	0	7100	7000	0	7700	6600	7000	7700	5600	0	0
1292	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus warneri	5	5	0	5	0	0	5	5	10	0	10	10	0	10	0	0	10	10	20	0	100	100	0	100	0	0	100	100	200	0
1292373	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Cutibacterium	Cutibacterium granulosum	0	0	0	15	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	300	0	0	0	0	0	0
1293	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus gallinarum	5	10	0	0	5	10	5	0	10	5	10	20	0	0	10	20	10	0	20	10	100	200	0	0	100	200	100	0	200	100
1293536	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Avisivirus	Avisivirus A	5	10	5	5	15	5	10	0	10	10	10	20	10	10	30	10	20	0	20	20	100	200	100	100	300	100	200	0	200	200
1293597	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus equicursoris	0	0	5	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0
1294177	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Parechovirus	Parechovirus C	10	20	0	0	0	5	0	0	0	5	20	40	0	0	0	10	0	0	0	10	200	400	0	0	0	100	0	0	0	100
1295009	Archaea	Candidatus-Thermoplasmatota	Thermoplasmata	Methanomassiliicoccales	Methanomassiliicoccaceae	Methanomassiliicoccus	Candidatus Methanomassiliicoccus intestinalis	320	0	405	0	0	300	235	0	0	0	640	0	810	0	0	600	470	0	0	0	6400	0	8100	0	0	6000	4700	0	0	0
1296619	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus capitis	0	0	5	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0
1296641	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	unclassified Caudoviricetes family	Triavirus	Triavirus LH1	0	0	0	0	5	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0
1296646	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	unclassified Caudoviricetes family	Charlievirus	Charlievirus butters	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	100	0	0	0
1296661	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	unclassified Caudoviricetes family	Abouovirus	Abouovirus abouo	0	5	0	0	0	0	0	0	5	0	0	10	0	0	0	0	0	0	10	0	0	100	0	0	0	0	0	0	100	0
1297617	Bacteria	Bacillota	Clostridia	Eubacteriales	unclassified Eubacteriales family	Intestinimonas	Intestinimonas butyriciproducens	0	0	0	10	0	0	5	0	0	10	0	0	0	20	0	0	10	0	0	20	0	0	0	200	0	0	100	0	0	200
1298595	Bacteria	Bacillota	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella rogosae	0	5	5	0	0	0	0	10	0	0	0	10	10	0	0	0	0	20	0	0	0	100	100	0	0	0	0	200	0	0
129875	Viruses	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus A	465	325	290	0	470	460	320	0	175	535	930	650	580	0	940	920	640	0	350	1070	9300	6500	5800	0	9400	9200	6400	0	3500	10700
1300227	Bacteria	Actinomycetota	Actinomycetes	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium longum	0	0	20	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	400	0	0	0	0	0	0	0
1302	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus gordonii	10	0	0	5	0	5	0	0	0	0	20	0	0	10	0	10	0	0	0	0	200	0	0	100	0	100	0	0	0	0
1303	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus oralis	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	100	0	0	0
130308	Viruses	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus E	0	305	315	410	0	0	0	0	0	0	0	610	630	820	0	0	0	0	0	0	0	6100	6300	8200	0	0	0	0	0	0
130310	Viruses	Preplasmiviricota	Tectiliviricetes	Rowavirales	Adenoviridae	Mastadenovirus	Human mastadenovirus D	200	135	0	200	0	0	0	0	0	0	400	270	0	400	0	0	0	0	0	0	4000	2700	0	4000	0	0	0	0	0	0
1304	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus salivarius	0	0	0	5	5	0	0	0	0	0	0	0	0	10	10	0	0	0	0	0	0	0	0	100	100	0	0	0	0	0
1305	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus sanguinis	0	5	0	5	5	0	0	0	0	0	0	10	0	10	10	0	0	0	0	0	0	100	0	100	100	0	0	0	0	0
1305710	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	unclassified Caudoviricetes family	Mapvirus	Mapvirus Ff47	5	0	0	0	0	0	0	5	0	0	10	0	0	0	0	0	0	10	0	0	100	0	0	0	0	0	0	100	0	0
1305764	Eukaryota	Basidiomycota	Ustilaginomycetes	Ustilaginales	Ustilaginaceae	Pseudozyma	Pseudozyma hubeiensis	25	40	10	25	35	30	25	10	15	40	50	80	20	50	70	60	50	20	30	80	500	800	200	500	700	600	500	200	300	800
1307427	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium vincentii	0	0	110	0	0	0	0	0	0	0	0	0	220	0	0	0	0	0	0	0	0	0	2200	0	0	0	0	0	0	0
1307429	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium animalis	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	700	0	0	0
1307442	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium hwasookii	0	35	0	20	0	0	35	0	0	0	0	70	0	40	0	0	70	0	0	0	0	700	0	400	0	0	700	0	0	0
1307443	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium hwasookii	0	0	0	0	0	0	0	20	0	105	0	0	0	0	0	0	0	40	0	210	0	0	0	0	0	0	0	400	0	2100
1308	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus thermophilus	5	0	0	0	0	0	0	5	0	0	10	0	0	0	0	0	0	10	0	0	100	0	0	0	0	0	0	100	0	0
1308899	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Mesyanzhinovviridae	Yuavirus	Pseudomonas virus LKO4	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	100	0	0
1309583	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Salasmaviridae	Klosterneuburgvirus	Klosterneuburgvirus MGB1	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	100	0
1310	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus sobrinus	0	5	5	0	5	0	0	0	0	0	0	10	10	0	10	0	0	0	0	0	0	100	100	0	100	0	0	0	0	0
1310939	Bacteria	Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter baumannii	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	200	0	0	0	0
1311	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus agalactiae	0	5	0	0	0	0	0	0	0	5	0	10	0	0	0	0	0	0	0	10	0	100	0	0	0	0	0	0	0	100
131111	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Actinomycetaceae	Schaalia	Schaalia turicensis	5	10	5	5	5	10	5	10	15	10	10	20	10	10	10	20	10	20	30	20	100	200	100	100	100	200	100	200	300	200
1313	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus pneumoniae	0	0	0	5	0	0	0	0	0	5	0	0	0	10	0	0	0	0	0	10	0	0	0	100	0	0	0	0	0	100
1313215	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Kobuvirus	Kobuvirus aichi	0	10	5	0	5	5	10	5	10	0	0	20	10	0	10	10	20	10	20	0	0	200	100	0	100	100	200	100	200	0
1314785	Eukaryota	Basidiomycota	Agaricomycetes	Polyporales	Laetiporaceae	Laetiporus	Laetiporus sulphureus	75	40	40	55	50	35	40	50	10	35	150	80	80	110	100	70	80	100	20	70	1500	800	800	1100	1000	700	800	1000	200	700
1314786	Eukaryota	Ascomycota	Dothideomycetes	Mycosphaerellales	Dissoconiaceae	Dissoconium	Dissoconium aciculare	15	15	15	0	10	10	0	15	5	10	30	30	30	0	20	20	0	30	10	20	300	300	300	0	200	200	0	300	100	200
1315163	Bacteria	Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter baumannii	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	100	0	0
1315184	Bacteria	Pseudomonadota	Gammaproteobacteria	Moraxellales	Moraxellaceae	Acinetobacter	Acinetobacter baumannii	0	0	0	10	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	200	0	0	0	0	0	0
1315259	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Gammapapillomavirus	Gammapapillomavirus 19	0	0	5	15	0	0	0	0	5	0	0	0	10	30	0	0	0	0	10	0	0	0	100	300	0	0	0	0	100	0
1315262	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Gammapapillomavirus	Gammapapillomavirus 20	10	15	5	5	0	10	5	10	10	5	20	30	10	10	0	20	10	20	20	10	200	300	100	100	0	200	100	200	200	100
1315264	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Gammapapillomavirus	Gammapapillomavirus 19	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	200	0	0	0	0
1318	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus parasanguinis	0	5	0	5	0	0	0	10	0	0	0	10	0	10	0	0	0	20	0	0	0	100	0	100	0	0	0	200	0	0
1319980	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Rountreeviridae	Rosenblumvirus	Rosenblumvirus PSa3	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	100
1321775	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces sp. oral taxon 172	5	5	5	15	15	10	15	20	10	5	10	10	10	30	30	20	30	40	20	10	100	100	100	300	300	200	300	400	200	100
1321816	Bacteria	Actinomycetota	Actinomycetes	Bifidobacteriales	Bifidobacteriaceae	Alloscardovia	Alloscardovia omnicolens	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	200
1321817	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces graevenitzii	0	0	5	0	0	0	10	10	0	0	0	0	10	0	0	0	20	20	0	0	0	0	100	0	0	0	200	200	0	0
1321823	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas gingivalis	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	100	0	0	0
1321950	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium butyricum	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	200	0
1322	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Blautia	Blautia hansenii	5	10	0	0	0	0	0	5	0	0	10	20	0	0	0	0	0	10	0	0	100	200	0	0	0	0	0	100	0	0
1323	Bacteria	Bacillota	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Faecalicoccus	Faecalicoccus pleomorphus	0	0	0	0	0	5	0	0	0	5	0	0	0	0	0	10	0	0	0	10	0	0	0	0	0	100	0	0	0	100
1325731	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Duneviridae	Unahavirus	Unahavirus uv6H	0	0	0	0	0	5	0	0	5	0	0	0	0	0	0	10	0	0	10	0	0	0	0	0	0	100	0	0	100	0
1327036	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	unclassified Caudoviricetes family	Cheoctovirus	Mycobacterium phage WIVsmall	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	100
1327758	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	unclassified Caudoviricetes family	Likavirus	Likavirus lika	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	100	0	0	0	0
1327759	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	unclassified Caudoviricetes family	Likavirus	Likavirus sujidade	0	0	0	0	5	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0
1327771	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	unclassified Caudoviricetes family	Cheoctovirus	Mycobacterium phage Job42	0	0	0	0	5	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0
1327773	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	unclassified Caudoviricetes family	Fromanvirus	Mycobacterium phage PattyP	0	5	0	0	5	0	0	0	0	0	0	10	0	0	10	0	0	0	0	0	0	100	0	0	100	0	0	0	0	0
1327777	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	unclassified Caudoviricetes family	Cheoctovirus	Cheoctovirus sisi	0	0	5	0	0	0	5	0	0	0	0	0	10	0	0	0	10	0	0	0	0	0	100	0	0	0	100	0	0	0
1327940	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	unclassified Caudoviricetes family	Hollowayvirus	Pseudomonas phage LKA5	0	0	0	0	5	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0
1327952	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	unclassified Caudoviricetes family	Liefievirus	Mycobacterium phage Leo	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	100	0	0	0	0
1327965	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	unclassified Caudoviricetes family	Nankokuvirus	Nankokuvirus PAKP3	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	100
1327969	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	unclassified Microviridae genus	Cellulophaga phage phi12:2	30	30	30	25	30	30	45	35	35	45	60	60	60	50	60	60	90	70	70	90	600	600	600	500	600	600	900	700	700	900
1327974	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	unclassified Caudoviricetes family	unclassified Caudoviricetes genus	Cellulophaga phage phi46:1	0	0	5	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0
1327976	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	unclassified Caudoviricetes family	Helsingorvirus	Helsingorvirus Cba121	0	0	5	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0
1327980	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	unclassified Caudoviricetes family	Helsingorvirus	Helsingorvirus Cba171	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	100	0	0	0	0
1327983	Viruses	Uroviricota	Caudoviricetes	unclassified Caudoviricetes order	Pachyviridae	Baltivirus	Baltivirus phi18tres	0	0	5	0	5	0	0	0	0	0	0	0	10	0	10	0	0	0	0	0	0	0	100	0	100	0	0	0	0	0
1327987	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	unclassified Microviridae genus	Cellulophaga phage phi12a:1	50	40	20	45	15	30	20	40	30	40	100	80	40	90	30	60	40	80	60	80	1000	800	400	900	300	600	400	800	600	800
1327990	Viruses	Uroviricota	Caudoviricetes	Crassvirales	Steigviridae	Akihdevirus	Akihdevirus balticus	0	0	5	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0
1328	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus anginosus	0	0	5	0	5	0	5	0	5	0	0	0	10	0	10	0	10	0	10	0	0	0	100	0	100	0	100	0	100	0
1330070	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Megrivirus	Melegrivirus A	0	5	0	5	0	0	0	0	0	10	0	10	0	10	0	0	0	0	0	20	0	100	0	100	0	0	0	0	0	200
1330491	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Cosavirus	Cosavirus A	5	20	0	5	15	0	0	5	0	0	10	40	0	10	30	0	0	10	0	0	100	400	0	100	300	0	0	100	0	0
1330520	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Enterovirus	Enterovirus F	5	5	0	0	0	20	0	5	5	0	10	10	0	0	0	40	0	10	10	0	100	100	0	0	0	400	0	100	100	0
1330521	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Enterovirus	Enterovirus J	10	0	5	5	0	5	5	0	5	5	20	0	10	10	0	10	10	0	10	10	200	0	100	100	0	100	100	0	100	100
1330524	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Salivirus	Salivirus A	5	0	10	5	0	0	0	0	0	0	10	0	20	10	0	0	0	0	0	0	100	0	200	100	0	0	0	0	0	0
1331200	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Bordetella	Bordetella bronchiseptica	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	100	0	0	0	0
1331222	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Bordetella	Bordetella bronchiseptica	0	0	10	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	200	0	0	0	0	0	0	0
1331232	Bacteria	Pseudomonadota	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Bordetella	Bordetella bronchiseptica	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	100	0
1334	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus dysgalactiae	0	0	10	0	5	5	0	0	0	5	0	0	20	0	10	10	0	0	0	10	0	0	200	0	100	100	0	0	0	100
133448	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter	Citrobacter youngae	5	0	5	0	5	0	15	0	5	10	10	0	10	0	10	0	30	0	10	20	100	0	100	0	100	0	300	0	100	200
1335	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus equinus	5	0	5	0	5	0	0	5	0	0	10	0	10	0	10	0	0	10	0	0	100	0	100	0	100	0	0	100	0	0
1335476	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Psipapillomavirus	Psipapillomavirus 2	5	10	5	0	0	10	0	0	10	5	10	20	10	0	0	20	0	0	20	10	100	200	100	0	0	200	0	0	200	100
1335477	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Psipapillomavirus	Psipapillomavirus 3	5	10	0	0	5	5	5	0	0	5	10	20	0	0	10	10	10	0	0	10	100	200	0	0	100	100	100	0	0	100
1335613	Bacteria	Actinomycetota	Coriobacteriia	Eggerthellales	Eggerthellaceae	Gordonibacter	Gordonibacter urolithinfaciens	10	5	15	5	15	20	5	20	10	5	20	10	30	10	30	40	10	40	20	10	200	100	300	100	300	400	100	400	200	100
1336600	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Taupapillomavirus	Taupapillomavirus 3	0	5	0	5	0	0	0	10	15	0	0	10	0	10	0	0	0	20	30	0	0	100	0	100	0	0	0	200	300	0
1338506	Viruses	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Dyophipapillomavirus	Dyophipapillomavirus 1	0	5	0	5	0	0	5	10	15	10	0	10	0	10	0	0	10	20	30	20	0	100	0	100	0	0	100	200	300	200
